season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon
1,1,0,John O'Hurley,Charlotte Jorgensen,1,1,2,2,3,0,0.01
1,1,1,Kelly Monaco,Alec Mazo,6,6,6,12,12,0,0.01
1,1,2,Evander Holyfield,Edyta Sliwinska,4,4,5,8,9,0,0.01
1,1,3,Rachel Hunter,Jonathan Roberts,1,1,3,2,4,0,0.01
1,1,4,Joey McIntyre,Ashly DelGrosso,1,2,3,3,4,0,0.01
1,1,5,Trista Sutter,Louis van Amstel,4,4,5,8,9,0,0.01
1,2,0,John O'Hurley,Charlotte Jorgensen,1,1,1,2,2,0,0.01
1,2,1,Kelly Monaco,Alec Mazo,5,4,4,9,9,0,0.01
1,2,2,Evander Holyfield,Edyta Sliwinska,6,3,3,9,9,0,0.01
1,2,3,Rachel Hunter,Jonathan Roberts,2,2,2,4,4,0,0.01
1,2,4,Joey McIntyre,Ashly DelGrosso,3,5,5,8,8,0,0.01
1,2,5,Trista Sutter,Louis van Amstel,4,6,6,10,10,1,0.01
1,3,0,John O'Hurley,Charlotte Jorgensen,2,2,2,4,4,0,0.01
1,3,1,Kelly Monaco,Alec Mazo,4,4,4,8,8,0,0.01
1,3,2,Evander Holyfield,Edyta Sliwinska,5,5,5,10,10,1,0.01
1,3,3,Rachel Hunter,Jonathan Roberts,1,1,1,2,2,0,0.01
1,3,4,Joey McIntyre,Ashly DelGrosso,3,3,3,6,6,0,0.01
