season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon
29,1,0,Anne Heche,Keo Motsepe,6,,,,,0,0.05
29,1,1,Jesse Metcalfe,Sharna Burgess,6,,,,,0,0.05
29,1,2,Chrishell Stause,Gleb Savchenko,13,,,,,0,0.05
29,1,3,Skai Jackson,Alan Bersten,1,,,,,0,0.05
29,1,4,Justina Machado,Sasha Farber,1,,,,,0,0.05
29,1,5,Charles Oakley,Emma Slater,14,,,,,0,0.05
29,1,6,Veron Davis,Peta Murgatroyd,11,,,,,0,0.05
29,1,7,Johnny Weir,Britt Stewart,6,,,,,0,0.05
29,1,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.05
29,1,9,AJ McLean,Cheryl Burke,6,,,,,0,0.05
29,1,10,Nelly,Daniella Karagach,12,,,,,0,0.05
29,1,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.05
29,1,12,Carole Baskin,Pasha Pashkov,15,,,,,0,0.05
29,1,13,Monica Aldama,Valentin Chmerkovskiy,5,,,,,0,0.05
29,1,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.05
29,2,0,Anne Heche,Keo Motsepe,6,,,,,0,0.05
29,2,1,Jesse Metcalfe,Sharna Burgess,4,,,,,0,0.05
29,2,2,Chrishell Stause,Gleb Savchenko,6,,,,,0,0.05
29,2,3,Skai Jackson,Alan Bersten,14,,,,,0,0.05
29,2,4,Justina Machado,Sasha Farber,2,,,,,0,0.05
29,2,5,Charles Oakley,Emma Slater,14,,,,,1,0.05
29,2,6,Veron Davis,Peta Murgatroyd,6,,,,,0,0.05
29,2,7,Johnny Weir,Britt Stewart,6,,,,,0,0.05
29,2,8,Nev Schulman,Jenna Johnson,2,,,,,0,0.05
29,2,9,AJ McLean,Cheryl Burke,5,,,,,0,0.05
29,2,10,Nelly,Daniella Karagach,6,,,,,0,0.05
29,2,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.05
29,2,12,Carole Baskin,Pasha Pashkov,12,,,,,0,0.05
29,2,13,Monica Aldama,Valentin Chmerkovskiy,12,,,,,0,0.05
29,2,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.05
29,3,0,Anne Heche,Keo Motsepe,13,,,,,0,0.05
29,3,1,Jesse Metcalfe,Sharna Burgess,9,,,,,0,0.05
29,3,2,Chrishell Stause,Gleb Savchenko,4,,,,,0,0.05
29,3,3,Skai Jackson,Alan Bersten,11,,,,,0,0.05
29,3,4,Justina Machado,Sasha Farber,10,,,,,0,0.05
29,3,6,Veron Davis,Peta Murgatroyd,4,,,,,0,0.05
29,3,7,Johnny Weir,Britt Stewart,1,,,,,0,0.05
29,3,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.05
29,3,9,AJ McLean,Cheryl Burke,7,,,,,0,0.05
29,3,10,Nelly,Daniella Karagach,11,,,,,0,0.05
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.05
29,3,12,Carole Baskin,Pasha Pashkov,14,,,,,1,0.05
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,,,,,0,0.05
29,3,14,Jeannie Mai,Brandon Armstrong,4,,,,,0,0.05
