season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon
32,4,1,Mira Sorvino,Gleb Savchenko,6,,,,,0,0.1
32,4,2,Barry Williams,Peta Murgatroyd,10,,,,,0,0.1
32,4,3,Alyson Hannigan,Sasha Farber,10,,,,,0,0.1
32,4,4,Xochitl Gomez,Valentin Chmerkovskiy,1,,,,,0,0.1
32,4,5,Adrian Peterson,Britt Stewart,6,,,,,1,0.1
32,4,8,Jason Mraz,Daniella Karagach,3,,,,,0,0.1
32,4,9,Lele Pons,Brandon Armstrong,5,,,,,0,0.1
32,4,10,Harry Jowsey,Rylee Arnold,6,,,,,0,0.1
32,4,11,Mauricio Umansky,Emma Slater,9,,,,,0,0.1
32,4,12,Charity Lawson,Artem Chigvintsev,3,,,,,0,0.1
32,4,13,Ariana Madix,Pasha Pashkov,2,,,,,0,0.1
32,5,1,Mira Sorvino,Gleb Savchenko,8,,,,,1,0.1
32,5,2,Barry Williams,Peta Murgatroyd,4,,,,,0,0.1
32,5,3,Alyson Hannigan,Sasha Farber,9,,,,,0,0.1
32,5,4,Xochitl Gomez,Valentin Chmerkovskiy,1,,,,,0,0.1
32,5,8,Jason Mraz,Daniella Karagach,3,,,,,0,0.1
32,5,9,Lele Pons,Brandon Armstrong,4,,,,,0,0.1
32,5,10,Harry Jowsey,Rylee Arnold,10,,,,,0,0.1
32,5,11,Mauricio Umansky,Emma Slater,4,,,,,0,0.1
32,5,12,Charity Lawson,Artem Chigvintsev,1,,,,,0,0.1
32,5,13,Ariana Madix,Pasha Pashkov,4,,,,,0,0.1
32,6,2,Barry Williams,Peta Murgatroyd,7,,,,,0,0.1
32,6,3,Alyson Hannigan,Sasha Farber,8,,,,,0,0.1
32,6,4,Xochitl Gomez,Valentin Chmerkovskiy,1,,,,,0,0.1
32,6,8,Jason Mraz,Daniella Karagach,3,,,,,0,0.1
32,6,9,Lele Pons,Brandon Armstrong,5,,,,,0,0.1
32,6,10,Harry Jowsey,Rylee Arnold,9,,,,,0,0.1
32,6,11,Mauricio Umansky,Emma Slater,6,,,,,1,0.1
32,6,12,Charity Lawson,Artem Chigvintsev,4,,,,,0,0.1
32,6,13,Ariana Madix,Pasha Pashkov,2,,,,,0,0.1
