season,week,celebrity_name,judge_percent,fan_vote_percent,total_percent,fan_vote_min,fan_vote_max,interval_width,smoothness,n_weeks,week_entropy,eliminated,solve_status
3,1,Harry Hamlin,0.0802,0.04312974996883493,0.12332974996883492,0.0,1.0,1.0,8.018358166457157e-07,3,2.0439771721160933,False,optimal
3,1,Vivica A. Fox,0.1038,0.04042875570228877,0.14422875570228877,0.0,1.0,1.0,1.2269736760685223e-06,4,2.0439771721160933,False,optimal
3,1,Monique Coleman,0.0896,0.0671770126307218,0.1567770126307218,0.0,1.0,1.0,3.68777638496229e-05,8,2.0439771721160933,False,optimal
3,1,Joey Lawrence,0.0991,0.06959786445613221,0.16869786445613222,0.0,1.0,1.0,3.3300313416622174e-05,9,2.0439771721160933,False,optimal
3,1,Mario Lopez,0.1226,0.2742760578454303,0.3968760578454303,0.0,1.0,1.0,0.0007704491671305226,10,2.0439771721160933,False,optimal
3,1,Emmitt Smith,0.1132,0.27427567087303767,0.3874756708730377,0.0,1.0,1.0,0.0007704490075112623,10,2.0439771721160933,False,optimal
3,1,Shanna Moakler,0.0849,0.0381397281262916,0.1230397281262916,0.0,1.0,1.0,7.197097417894528e-07,2,2.0439771721160933,False,optimal
3,1,Willa Ford,0.1038,0.04365671858981507,0.14745671858981507,0.0,1.0,1.0,8.074398075175554e-06,5,2.0439771721160933,False,optimal
3,1,Sara Evans,0.0708,0.05517392064473871,0.12597392064473872,0.0,1.0,1.0,9.58522900027206e-06,5,2.0439771721160933,False,optimal
3,1,Jerry Springer,0.0755,0.06457522627672733,0.14007522627672733,0.0,1.0,1.0,4.279405943302699e-05,7,2.0439771721160933,False,optimal
3,1,Tucker Carlson,0.0566,0.0295692948859816,0.0861692948859816,0.0,0.12431818181818186,0.12431818181818186,0.0,1,2.0439771721160933,True,optimal
3,2,Harry Hamlin,0.0913,0.04438808521018343,0.13568808521018344,0.005399999999999987,0.9751000000000001,0.9697000000000001,8.018358166457157e-07,3,1.9713286470581537,False,optimal
3,2,Vivica A. Fox,0.1043,0.04147136733096617,0.14577136733096618,0.0,0.9697000000000001,0.9697000000000001,1.2269736760685223e-06,4,1.9713286470581537,False,optimal
3,2,Monique Coleman,0.113,0.06991243703256582,0.18291243703256582,0.0,0.9697000000000001,0.9697000000000001,3.68777638496229e-05,8,1.9713286470581537,False,optimal
3,2,Joey Lawrence,0.1261,0.07245124275739394,0.19855124275739394,0.0,0.9697000000000001,0.9697000000000001,3.3300313416622174e-05,9,1.9713286470581537,False,optimal
3,2,Mario Lopez,0.0913,0.2817008889700828,0.37300088897008277,0.005399999999999987,0.9751000000000001,0.9697000000000001,0.0007704491671305226,10,1.9713286470581537,False,optimal
3,2,Emmitt Smith,0.1043,0.28170045379855924,0.38600045379855924,0.0,0.9697000000000001,0.9697000000000001,0.0007704490075112623,10,1.9713286470581537,False,optimal
3,2,Shanna Moakler,0.0957,0.03898808521018343,0.13468808521018344,0.0,0.10339000000000002,0.10339000000000002,7.197097417894528e-07,2,1.9713286470581537,True,optimal
3,2,Willa Ford,0.1,0.04495531296029081,0.14495531296029082,0.0,0.9697000000000001,0.9697000000000001,8.074398075175554e-06,5,1.9713286470581537,False,optimal
3,2,Sara Evans,0.0913,0.05725315780206582,0.14855315780206582,0.005399999999999987,0.9751000000000001,0.9697000000000001,9.58522900027206e-06,5,1.9713286470581537,False,optimal
3,2,Jerry Springer,0.0826,0.06717896892770849,0.14977896892770848,0.014099999999999988,0.9838000000000001,0.9697000000000001,4.279405943302699e-05,7,1.9713286470581537,False,optimal
3,3,Harry Hamlin,0.1063,0.04453043707589601,0.15083043707589602,0.0,0.11503333333333335,0.11503333333333335,8.018358166457157e-07,3,1.8737434690775632,True,optimal
3,3,Vivica A. Fox,0.1304,0.04152143358418531,0.1719214335841853,0.0,0.9756,0.9756,1.2269736760685223e-06,4,1.8737434690775632,False,optimal
3,3,Monique Coleman,0.1304,0.07339590416103511,0.2037959041610351,0.0,0.9756,0.9756,3.68777638496229e-05,8,1.8737434690775632,False,optimal
3,3,Joey Lawrence,0.1063,0.0761715489238084,0.1824715489238084,0.001,0.9766,0.9756,3.3300313416622174e-05,9,1.8737434690775632,False,optimal
3,3,Mario Lopez,0.1063,0.29451903203907676,0.40081903203907676,0.001,0.9766,0.9756,0.0007704491671305226,10,1.8737434690775632,False,optimal
3,3,Emmitt Smith,0.0918,0.294518589759184,0.386318589759184,0.0155,0.9911,0.9756,0.0007704490075112623,10,1.8737434690775632,False,optimal
3,3,Willa Ford,0.1063,0.04553043707589622,0.15183043707589622,0.001,0.9766,0.9756,8.074398075175554e-06,5,1.8737434690775632,False,optimal
3,3,Sara Evans,0.1208,0.05941482748639155,0.18021482748639156,0.0,0.9756,0.9756,9.58522900027206e-06,5,1.8737434690775632,False,optimal
3,3,Jerry Springer,0.1014,0.07039778989452673,0.17179778989452674,0.005900000000000002,0.9815,0.9756,4.279405943302699e-05,7,1.8737434690775632,False,optimal
3,4,Vivica A. Fox,0.1212,0.03991165863400102,0.161111658634001,0.0,0.12792499999999998,0.12792499999999998,1.2269736760685223e-06,4,1.754825515056875,True,optimal
3,4,Monique Coleman,0.1212,0.0771188858507001,0.19831888585070012,0.001,0.9667,0.9657,3.68777638496229e-05,8,1.754825515056875,False,optimal
3,4,Joey Lawrence,0.1364,0.0802551114360362,0.2166551114360362,0.0,0.9657,0.9657,3.3300313416622174e-05,9,1.754825515056875,False,optimal
3,4,Mario Lopez,0.1465,0.3122084423539217,0.4587084423539217,0.0,0.9657,0.9657,0.0007704491671305226,10,1.754825515056875,False,optimal
3,4,Emmitt Smith,0.1212,0.3122079442056124,0.43340794420561235,0.001,0.9667,0.9657,0.0007704490075112623,10,1.754825515056875,False,optimal
3,4,Willa Ford,0.1414,0.04346939631781062,0.18486939631781063,0.0,0.9657,0.9657,8.074398075175554e-06,5,1.754825515056875,False,optimal
3,4,Sara Evans,0.101,0.06111165863399983,0.16211165863399984,0.021199999999999997,0.9869,0.9657,9.58522900027206e-06,5,1.754825515056875,False,optimal
3,4,Jerry Springer,0.1111,0.07371690256791824,0.18481690256791825,0.011099999999999999,0.9768,0.9657,4.279405943302699e-05,7,1.754825515056875,False,optimal
3,5,Monique Coleman,0.1492,0.07971155750817265,0.22891155750817266,0.001,0.9506999999999999,0.9496999999999999,3.68777638496229e-05,8,1.6230516609326227,False,optimal
3,5,Joey Lawrence,0.1381,0.08334150995768604,0.22144150995768602,0.0121,0.9618,0.9497,3.3300313416622174e-05,9,1.6230516609326227,False,optimal
3,5,Mario Lopez,0.1492,0.3334285919475977,0.4826285919475977,0.001,0.9507,0.9497,0.0007704491671305226,10,1.6230516609326227,False,optimal
3,5,Emmitt Smith,0.1492,0.3334280660481049,0.4826280660481049,0.001,0.9506999999999999,0.9496999999999999,0.0007704490075112623,10,1.6230516609326227,False,optimal
3,5,Willa Ford,0.1492,0.03836718226831897,0.18756718226831898,0.0,0.13567142857142855,0.13567142857142855,8.074398075175554e-06,5,1.6230516609326227,True,optimal
3,5,Sara Evans,0.1326,0.05596718226831868,0.18856718226831867,0.017600000000000005,0.9673,0.9497,9.58522900027206e-06,5,1.6230516609326227,False,optimal
3,5,Jerry Springer,0.1326,0.07575591000180117,0.20835591000180115,0.017600000000000005,0.9673,0.9497,4.279405943302699e-05,7,1.6230516609326227,False,optimal
3,6,Monique Coleman,0.1949,0.08923587326690814,0.28413587326690815,0.0,1.0,1.0,3.68777638496229e-05,8,1.3818576586076716,False,optimal
3,6,Joey Lawrence,0.2034,0.09350745929785974,0.2969074592978597,0.0,1.0,1.0,3.3300313416622174e-05,9,1.3818576586076716,False,optimal
3,6,Mario Lopez,0.2373,0.3663502605794721,0.6036502605794721,0.0,1.0,1.0,0.0007704491671305226,10,1.3818576586076716,False,optimal
3,6,Emmitt Smith,0.2119,0.3663497096166364,0.5782497096166364,0.0,1.0,1.0,0.0007704490075112623,10,1.3818576586076716,False,optimal
3,6,Jerry Springer,0.1525,0.08455669723912371,0.2370566972391237,0.0,1.0,1.0,4.279405943302699e-05,7,1.3818576586076716,False,optimal
3,7,Monique Coleman,0.2,0.07801500387187253,0.27801500387187256,0.0,1.0,1.0,3.68777638496229e-05,8,1.3309797127580776,False,optimal
3,7,Joey Lawrence,0.2111,0.08308437805362946,0.29418437805362946,0.0,1.0,1.0,3.3300313416622174e-05,9,1.3309797127580776,False,optimal
3,7,Mario Lopez,0.2074,0.383234312158143,0.590634312158143,0.0,1.0,1.0,0.0007704491671305226,10,1.3309797127580776,False,optimal
