season,week,celebrity_name,judge_pct,fan_mean,fan_median,fan_std,fan_p025,fan_p975,eliminated,n_active
3,1,Harry Hamlin,0.0802,0.09340138916212795,0.07504566955579829,0.07535688379606269,0.0029314406554322957,0.27718413053027974,False,11
3,1,Vivica A. Fox,0.1038,0.09187120061412711,0.07964793192661472,0.07047990848310173,0.004521043235954554,0.2710556651872962,False,11
3,1,Monique Coleman,0.0896,0.08734037924967783,0.07703696968788282,0.056731140446681275,0.006184087492497558,0.20693356244002992,False,11
3,1,Joey Lawrence,0.0991,0.11350015833648705,0.10230706823771707,0.09154994596326965,0.003569170087419192,0.3404822491863618,False,11
3,1,Mario Lopez,0.1226,0.0815131878525895,0.05953474825250151,0.0714658364555258,0.002347401540310585,0.2632380764213236,False,11
3,1,Emmitt Smith,0.1132,0.11775416172016774,0.1014079895442171,0.09588095773406356,0.003911815410025368,0.3753057048009072,False,11
3,1,Shanna Moakler,0.0849,0.06421381338410226,0.051585827158498646,0.04969386821912703,0.0032506847835926003,0.1823726721769058,False,11
3,1,Willa Ford,0.1038,0.11778195993579577,0.08792952949439405,0.0946536924517691,0.005441088293492771,0.34135401195851395,False,11
3,1,Sara Evans,0.0708,0.09277810546562214,0.07577780727305207,0.06596808454129531,0.009432144389813352,0.25611704618927306,False,11
3,1,Jerry Springer,0.0755,0.11852954650913265,0.0985608851341859,0.09393694454932335,0.007633369828492671,0.37737432420204564,False,11
3,1,Tucker Carlson,0.0566,0.021316097770169403,0.01875018688002373,0.015117816933434086,0.000973987620919613,0.055544921387899786,True,11
3,2,Harry Hamlin,0.0913,0.08349408531235183,0.07322870531472367,0.05088988469794022,0.01617177990544545,0.19749180625147109,False,10
3,2,Vivica A. Fox,0.1043,0.0703842707105225,0.05648125108024001,0.05876430832092341,0.004088924664375802,0.239830061776373,False,10
3,2,Monique Coleman,0.113,0.11067026120976305,0.10152252840666326,0.07370205947050039,0.005501280654706679,0.2460952133984983,False,10
3,2,Joey Lawrence,0.1261,0.07282017236160448,0.05728145982519225,0.06354344346314356,0.002533250132260518,0.22032499764094174,False,10
3,2,Mario Lopez,0.0913,0.113508920218426,0.0843737377184024,0.09956929275472629,0.01284561339641014,0.3972357807843317,False,10
3,2,Emmitt Smith,0.1043,0.151075188108865,0.12355803845441596,0.11574085508480923,0.006608754715569469,0.4036151696244695,False,10
3,2,Shanna Moakler,0.0957,0.010965817248269246,0.008731324888707854,0.009395535694420707,0.00033306862927936625,0.03436030255078553,True,10
3,2,Willa Ford,0.1,0.13346178233030234,0.0690109063647178,0.15826490377085595,0.00547428516518804,0.5467771581632803,False,10
3,2,Sara Evans,0.0913,0.12535437873926727,0.12332309606019634,0.06561093560665104,0.020205524407410667,0.3005395183861739,False,10
3,2,Jerry Springer,0.0826,0.1282651237606287,0.09806152262740037,0.09598580640055235,0.021519033311649435,0.34839337706344214,False,10
3,3,Harry Hamlin,0.1063,0.012570766968706881,0.009119470201168062,0.011318568758403811,0.00046806092312276054,0.04112759877257584,True,9
3,3,Vivica A. Fox,0.1304,0.10903015984822632,0.09060408341028853,0.08549360496822157,0.003307775298943675,0.28814132544165166,False,9
3,3,Monique Coleman,0.1304,0.08224052226903071,0.06525113024876278,0.06801625004955458,0.002415447797715643,0.2549807081423497,False,9
3,3,Joey Lawrence,0.1063,0.10136961323835472,0.07629555970710078,0.08638032970878051,0.007855918040842765,0.33983588374499013,False,9
3,3,Mario Lopez,0.1063,0.0940296675032453,0.07548439754783981,0.07731281362054683,0.0066883768705126205,0.318387353698809,False,9
3,3,Emmitt Smith,0.0918,0.14977841947712817,0.130180684348101,0.08994170722778379,0.03141108234041506,0.3681602177104141,False,9
3,3,Willa Ford,0.1063,0.14195326509391776,0.10916825855075762,0.10977832965503316,0.0125965252026248,0.3918824629766116,False,9
3,3,Sara Evans,0.1208,0.14630513183486923,0.1082475100500774,0.12296214866969116,0.004916651075984876,0.3950345992442035,False,9
3,3,Jerry Springer,0.1014,0.16272245376652278,0.12467667268128566,0.13155859824727978,0.018023119599418855,0.5683289754708023,False,9
3,4,Vivica A. Fox,0.1212,0.01760937859224721,0.01434206688105167,0.014013016889205006,0.0008645722133308315,0.054087532948912095,True,8
3,4,Monique Coleman,0.1212,0.09554004132564836,0.07465456660070097,0.07180400594945954,0.013273115471166363,0.2922190415970547,False,8
3,4,Joey Lawrence,0.1364,0.14738544203694362,0.10040624109407714,0.14278943628307905,0.005065583769762903,0.5551822597875555,False,8
3,4,Mario Lopez,0.1465,0.11381478892636018,0.08842788193775508,0.09719767561762456,0.005806440773778415,0.3782810562623187,False,8
3,4,Emmitt Smith,0.1212,0.11465775707898333,0.10403279425071556,0.06679780082829716,0.020200754600859544,0.27277826341084604,False,8
3,4,Willa Ford,0.1414,0.14825863094973182,0.11294476524344224,0.1211511530284763,0.007663634380577467,0.45389022040232,False,8
3,4,Sara Evans,0.101,0.21334066025568602,0.1874552537357653,0.13720426249804749,0.0390379092494547,0.5144549257123406,False,8
3,4,Jerry Springer,0.1111,0.1493933008343989,0.13142467039641054,0.09486325762640145,0.02821375146354534,0.38681756855370664,False,8
3,5,Monique Coleman,0.1492,0.21029328326277444,0.17352841243423228,0.12733960902862915,0.036825181610875245,0.4892279899369533,False,7
3,5,Joey Lawrence,0.1381,0.20802362344950073,0.18347560222793183,0.11743541249287642,0.048977213614012485,0.5467200784721079,False,7
3,5,Mario Lopez,0.1492,0.11879251914477118,0.10150270263902286,0.07470828852876187,0.026671462418425988,0.3088181055481124,False,7
3,5,Emmitt Smith,0.1492,0.17419765949405505,0.1304878107424765,0.128655914367576,0.027796096223570495,0.4845176599351265,False,7
3,5,Willa Ford,0.1492,0.029800897208452436,0.02505088409670095,0.023317976331759437,0.0009467049766586172,0.08506999421619102,True,7
3,5,Sara Evans,0.1326,0.03564258273397987,0.030940377192955934,0.02469820809834583,0.0017024034489174407,0.09030862541119607,True,7
3,5,Jerry Springer,0.1326,0.22324943470646647,0.1783031594004591,0.14367644745560418,0.044886576978865236,0.5527962857192773,False,7
3,6,Monique Coleman,0.1949,0.19475262142742344,0.15954099049112636,0.14913459777091714,0.007265583193017159,0.566550658920965,False,5
3,6,Joey Lawrence,0.2034,0.21843671553609809,0.1692516965773493,0.18177932011225145,0.008718613915185563,0.7502180360144439,False,5
3,6,Mario Lopez,0.2373,0.21044024402774086,0.16771835532543705,0.17205712865032227,0.0076430155650439235,0.654089858830591,False,5
3,6,Emmitt Smith,0.2119,0.16971487937582067,0.1341348377397563,0.13735813373164982,0.005020664599979375,0.5065279849812663,False,5
3,6,Jerry Springer,0.1525,0.20665553963291622,0.16611928914424462,0.16253503012288772,0.004712450726752287,0.5770350970354251,False,5
3,7,Monique Coleman,0.2,0.2260063175046897,0.1870990663181712,0.1621375856140388,0.014220292038712614,0.611292323082906,False,5
3,7,Joey Lawrence,0.2111,0.23280607476523357,0.20738357035535154,0.15088703379048796,0.026025933576701864,0.573503162456064,False,5
3,7,Mario Lopez,0.2074,0.26298423514022123,0.2208706208302929,0.19006247551361402,0.011788269268772161,0.7502494008644065,False,5
3,7,Emmitt Smith,0.2111,0.2278165840915435,0.1796031391029143,0.1812620681600412,0.01354832353151301,0.6818941086459369,False,5
3,7,Jerry Springer,0.1704,0.05038678849831135,0.04205365950700897,0.0377450876223515,0.002036660850294266,0.14309524426017226,True,5
3,8,Monique Coleman,0.2431,0.06625873035825305,0.05457021374264129,0.05058791898774088,0.0023237005427043126,0.1850861112658876,True,4
3,8,Joey Lawrence,0.2477,0.2934791970408605,0.26998275936608584,0.170773784693868,0.04536473425060217,0.6701918185741325,False,4
3,8,Mario Lopez,0.2615,0.2831874496726565,0.24503995565862963,0.16767031040852273,0.04868912297345344,0.6552628146860809,False,4
3,8,Emmitt Smith,0.2477,0.35707462292822767,0.3221401093359793,0.19699920164905244,0.05262185823415206,0.776735357910738,False,4
3,9,Joey Lawrence,0.3333,0.10735822689620894,0.09067227298367889,0.07945195668864623,0.0026870123063193136,0.28212744091670483,True,3
3,9,Mario Lopez,0.3333,0.4369947283379902,0.4082724266338038,0.2168556114917139,0.0711616148713711,0.9073548111194265,False,3
3,9,Emmitt Smith,0.3333,0.4556470447658018,0.4288175233740205,0.21910177366614159,0.06437736224683385,0.8990019034463242,False,3
3,10,Mario Lopez,0.5,0.49657018439377293,0.48830551499383645,0.28707315544315365,0.02492392606260792,0.9733300353167857,False,2
3,10,Emmitt Smith,0.5,0.5034298156062277,0.5116944850061638,0.2870731554431537,0.02666996468321457,0.9750760739373925,False,2
4,1,John Ratzenberger,0.0825,0.07049213578095138,0.05302948898335835,0.06063143421966649,0.0012750321912761943,0.21072876336299592,False,11
4,1,Ian Ziering,0.1019,0.08359689176608112,0.0605286185884768,0.07650450702238006,0.002290950052889562,0.2922129848379431,False,11
4,1,Clyde Drexler,0.0777,0.0990235764467605,0.06971871459086468,0.08977714319358612,0.00241540274725337,0.334616816124539,False,11
4,1,Laila Ali,0.1117,0.0874652720866318,0.07210448430289448,0.0689228966520025,0.0027274185600583566,0.25174665937140717,False,11
4,1,Apolo Anton Ohno,0.1019,0.07332798658455106,0.06266895776497139,0.05512545272649796,0.002612189258704633,0.19067680890089309,False,11
4,1,Shandi Finnessey,0.0922,0.08284755055935596,0.056547758814333604,0.07572097124335068,0.0021699298856585154,0.2689788075482174,False,11
4,1,Paulina Porizkova,0.0922,0.14435370013717191,0.09530990820351101,0.12926291134571427,0.005392063473142994,0.44788189639650877,False,11
4,1,Heather Mills,0.0874,0.06539000809174408,0.0512081471147213,0.05575458640143172,0.0021598532005142074,0.21064378263113076,False,11
4,1,Billy Ray Cyrus,0.0631,0.11728554901398971,0.08385824399416872,0.1004590768312772,0.004244054763630676,0.35619662429933646,False,11
4,1,Joey Fatone,0.1165,0.1076462480594936,0.08751878861773763,0.08794118486819875,0.0031216907576621525,0.32086758314137326,False,11
4,1,Leeza Gibbons,0.0728,0.06857108147326808,0.05736861298833576,0.05116765901806021,0.0022261673980909537,0.19299767360170722,False,11
4,2,John Ratzenberger,0.0857,0.1345576325942434,0.09192406645604301,0.1137498662316721,0.011976844997792046,0.4056100898411216,False,11
4,2,Ian Ziering,0.0898,0.07072401393150597,0.058387016552482476,0.05611629004216138,0.0032213788959634306,0.21827149825173556,False,11
4,2,Clyde Drexler,0.0735,0.10403302279858766,0.08430589728382715,0.06579203665960333,0.019191178758446496,0.2812903864214862,False,11
4,2,Laila Ali,0.1102,0.08790775877553247,0.07613672614686753,0.05968395902627278,0.004172865396551127,0.2047176403668022,False,11
4,2,Apolo Anton Ohno,0.1061,0.09357301118295294,0.07630456080087442,0.06836021199659553,0.0022392247142681847,0.24175296160125945,False,11
4,2,Shandi Finnessey,0.0816,0.134323485936459,0.11104256640343997,0.09493354436720391,0.015593767953949716,0.3604817895481763,False,11
4,2,Paulina Porizkova,0.0857,0.010171917280644762,0.007996240054759237,0.008732744752574113,0.0004153197654442936,0.03265338581912978,True,11
