season,week,celebrity_name,judge_percent,fan_vote_percent,total_percent,fan_vote_min,fan_vote_max,interval_width,smoothness,n_weeks,week_entropy,eliminated,solve_status,fan_vote_mean_b,fan_vote_var_b,fan_vote_std_b,fan_vote_ci_lower,fan_vote_ci_upper,n_bootstrap
3,1,Harry Hamlin,0.0802,0.0431297499688349,0.1233297499688349,0.0,1.0,1.0,8.018358166457157e-07,3,2.0439771721160933,False,optimal,0.0427852682311235,2.6161141248584215e-05,0.005114796305678675,0.032001555199074945,0.05216519349169601,1000
3,1,Vivica A. Fox,0.1038,0.0404287557022887,0.1442287557022887,0.0,1.0,1.0,1.2269736760685225e-06,4,2.0439771721160933,False,optimal,0.041979965879563444,2.427274972349735e-05,0.00492673824385844,0.03300542687024683,0.05008919089071269,1000
3,1,Monique Coleman,0.0896,0.0671770126307218,0.1567770126307218,0.0,1.0,1.0,3.68777638496229e-05,8,2.0439771721160933,False,optimal,0.06684428182198746,9.828178874015842e-07,0.0009913717200937216,0.0635133913233847,0.06770901038689049,1000
3,1,Joey Lawrence,0.0991,0.0695978644561322,0.1686978644561322,0.0,1.0,1.0,3.3300313416622174e-05,9,2.0439771721160933,False,optimal,0.07007100831341857,1.1416394696809674e-06,0.0010684753013902415,0.06918992143680627,0.0735055386827094,1000
3,1,Mario Lopez,0.1226,0.2742760578454303,0.3968760578454303,0.0,1.0,1.0,0.0007704491671305,10,2.0439771721160933,False,optimal,0.2741282029478429,1.0901307622556556e-07,0.00033017128316309636,0.27335059361194214,0.2746695831901369,1000
3,1,Emmitt Smith,0.1132,0.2742756708730376,0.3874756708730377,0.0,1.0,1.0,0.0007704490075112,10,2.0439771721160933,False,optimal,0.27412826367543414,1.0899863800413529e-07,0.0003301494176946785,0.27335075791157115,0.27466938723431666,1000
3,1,Shanna Moakler,0.0849,0.0381397281262916,0.1230397281262916,0.0,1.0,1.0,7.197097417894528e-07,2,2.0439771721160933,False,optimal,0.03325829144208294,3.535446555851798e-05,0.005945962122189981,0.020034385976307342,0.0394652267460441,1000
3,1,Willa Ford,0.1038,0.043656718589815,0.147456718589815,0.0,1.0,1.0,8.074398075175554e-06,5,2.0439771721160933,False,optimal,0.04501803727344358,2.151697821039966e-05,0.004638639693961976,0.03772791747554238,0.055723015454663564,1000
3,1,Sara Evans,0.0708,0.0551739206447387,0.1259739206447387,0.0,1.0,1.0,9.58522900027206e-06,5,2.0439771721160933,False,optimal,0.05725200427826453,2.4262418247112565e-05,0.004925689621475613,0.048348674632572364,0.06760244767110805,1000
3,1,Jerry Springer,0.0755,0.0645752262767273,0.1400752262767273,0.0,1.0,1.0,4.279405943302699e-05,7,2.0439771721160933,False,optimal,0.06522413294173762,3.2643075710666677e-06,0.0018067394862200437,0.06413043051230463,0.07102195971927566,1000
3,1,Tucker Carlson,0.0566,0.0295692948859816,0.0861692948859816,0.0,0.1243181818181818,0.1243181818181818,0.0,1,2.0439771721160933,True,optimal,0.02931054319510133,9.089583681307587e-07,0.0009533930816461586,0.02732712989331573,0.02963124795126801,1000
3,2,Harry Hamlin,0.0913,0.0443880852101834,0.1356880852101834,0.0053999999999999,0.9751,0.9697,8.018358166457157e-07,3,1.9713286470581537,False,optimal,0.043983666766289696,3.0547878370536236e-05,0.005527013512787555,0.03227346037474027,0.05407456782451404,1000
3,2,Vivica A. Fox,0.1043,0.0414713673309661,0.1457713673309661,0.0,0.9697,0.9697,1.2269736760685225e-06,4,1.9713286470581537,False,optimal,0.04312592746771667,2.8262957617942406e-05,0.005316291716783646,0.033420049881412145,0.051850655182056206,1000
3,2,Monique Coleman,0.113,0.0699124370325658,0.1829124370325658,0.0,0.9697,0.9697,3.68777638496229e-05,8,1.9713286470581537,False,optimal,0.06956370543535949,1.0908699501899449e-06,0.0010444471983733525,0.06610027147653037,0.07047585104867266,1000
3,2,Joey Lawrence,0.1261,0.0724512427573939,0.1985512427573939,0.0,0.9697,0.9697,3.3300313416622174e-05,9,1.9713286470581537,False,optimal,0.07294757514660037,1.254255090073657e-06,0.001119935306200165,0.07202383998683709,0.07655675443329797,1000
3,2,Mario Lopez,0.0913,0.2817008889700828,0.3730008889700827,0.0053999999999999,0.9751,0.9697,0.0007704491671305,10,1.9713286470581537,False,optimal,0.2815521016693921,1.1667635349361156e-07,0.0003415792053003396,0.28073190178448804,0.28212169691437156,1000
3,2,Emmitt Smith,0.1043,0.2817004537985592,0.3860004537985592,0.0,0.9697,0.9697,0.0007704490075112,10,1.9713286470581537,False,optimal,0.2815521590686409,1.1666414215880169e-07,0.0003415613300108806,0.2807317829703396,0.2821213854488243,1000
3,2,Shanna Moakler,0.0957,0.0389880852101834,0.1346880852101834,0.0,0.10339,0.10339,7.197097417894528e-07,2,1.9713286470581537,True,optimal,0.03356834309568372,4.391778431424217e-05,0.0066270494425681005,0.018795744699691495,0.040420688542873,1000
3,2,Willa Ford,0.1,0.0449553129602908,0.1449553129602908,0.0,0.9697,0.9697,8.074398075175554e-06,5,1.9713286470581537,False,optimal,0.04640314229229463,2.4748584469931604e-05,0.004974794917374143,0.03853955176875964,0.05781978623245811,1000
3,2,Sara Evans,0.0913,0.0572531578020658,0.1485531578020658,0.0053999999999999,0.9751,0.9697,9.58522900027206e-06,5,1.9713286470581537,False,optimal,0.05944243328135343,2.720270709320712e-05,0.005215621448418886,0.0499820618963137,0.07038360440469295,1000
3,2,Jerry Springer,0.0826,0.0671789689277084,0.1497789689277084,0.0140999999999999,0.9838,0.9697,4.279405943302699e-05,7,1.9713286470581537,False,optimal,0.06786094577666905,3.5925247844272964e-06,0.0018953956801753286,0.06669000384888217,0.07395816897168588,1000
3,3,Harry Hamlin,0.1063,0.044530437075896,0.150830437075896,0.0,0.1150333333333333,0.1150333333333333,8.018358166457157e-07,3,1.8737434690775632,True,optimal,0.042461992063467915,3.8516560337599855e-05,0.0062061711495575,0.02834367474913326,0.051923412549633154,1000
3,3,Vivica A. Fox,0.1304,0.0415214335841853,0.1719214335841853,0.0,0.9756,0.9756,1.2269736760685225e-06,4,1.8737434690775632,False,optimal,0.04270989458090297,3.6957534831011644e-05,0.00607927091278318,0.0317849123937898,0.05312386287169232,1000
3,3,Monique Coleman,0.1304,0.0733959041610351,0.2037959041610351,0.0,0.9756,0.9756,3.68777638496229e-05,8,1.8737434690775632,False,optimal,0.07252792122280986,1.4829469395706215e-06,0.0012177630884415169,0.06865020176074091,0.0737738956197357,1000
