season,week,celebrity_name,judge_percent,fan_vote_percent,total_percent,fan_vote_min,fan_vote_max,interval_width,smoothness,n_weeks,week_entropy,eliminated,solve_status,fan_vote_mean_b,fan_vote_var_b,fan_vote_std_b,fan_vote_ci_lower,fan_vote_ci_upper,n_bootstrap
3,1,Harry Hamlin,0.0802,0.0533197939052367,0.1335197939052367,0.0,1.0,1.0,1.6950113894521036e-06,3,2.184163756979959,False,optimal,0.052635986361461225,1.3850140521305454e-05,0.003721577692498902,0.048679268368163164,0.05527152769210383,3
3,1,Vivica A. Fox,0.1038,0.0510720358383325,0.1548720358383325,0.0,1.0,1.0,1.788039660340855e-06,4,2.184163756979959,False,optimal,0.05289805618264332,6.590964570774764e-05,0.00811847557782541,0.04483392662483246,0.06018559760445241,3
3,1,Monique Coleman,0.0896,0.0778845814064345,0.1674845814064345,0.0,1.0,1.0,5.73975045474411e-05,8,2.184163756979959,False,optimal,0.07791600658403887,4.4498650096382484e-08,0.00021094703149459695,0.07778000295125757,0.07814146355575187,3
3,1,Joey Lawrence,0.0991,0.0803273402191304,0.1794273402191304,0.0,1.0,1.0,5.2557460698743306e-05,9,2.184163756979959,False,optimal,0.0803560511293122,4.469376487688677e-08,0.00021140899904423835,0.08022090410735949,0.0805820406190131,3
3,1,Mario Lopez,0.1226,0.2286064063899357,0.3512064063899357,0.0,1.0,1.0,0.0011168424463476,10,2.184163756979959,False,optimal,0.2284924563266828,4.9526508076550946e-08,0.00022254551911137405,0.2283360412608571,0.22872922598241557,3
3,1,Emmitt Smith,0.1132,0.2286064911821232,0.3418064911821232,0.0,1.0,1.0,0.0011168447017968,10,2.184163756979959,False,optimal,0.2284925309030417,4.950639050178428e-08,0.00022250031573412267,0.2283361844415398,0.22872925734478916,3
3,1,Shanna Moakler,0.0849,0.0484032907669835,0.1333032907669835,0.0,1.0,1.0,1.534974892326745e-06,2,2.184163756979959,False,optimal,0.04430442861337117,1.9686091833851173e-05,0.004436901152138863,0.04014691836167379,0.048574227622239126,3
3,1,Willa Ford,0.1038,0.0539623343114164,0.1577623343114164,0.0,1.0,1.0,1.0052266026969248e-05,5,2.184163756979959,False,optimal,0.054370229444852126,4.1145361575136246e-05,0.006414465026417733,0.050140999028582024,0.06122134432950463,3
3,1,Sara Evans,0.0708,0.0647910222428151,0.1355910222428151,0.0,1.0,1.0,1.3423460741001665e-05,5,2.184163756979959,False,optimal,0.06755285206620561,4.4743330812366875e-05,0.0066890455830684,0.06046959623220282,0.07246104347367979,3
3,1,Jerry Springer,0.0755,0.075244392991388,0.150744392991388,0.0,1.0,1.0,6.597081809760207e-05,7,2.184163756979959,False,optimal,0.07528076550639617,4.4475467620116056e-08,0.00021089207576415966,0.0751435466225391,0.07550611103068346,3
3,1,Tucker Carlson,0.0566,0.0377823107462035,0.0943823107462035,0.0,0.1243181818181818,0.1243181818181818,0.0,1,2.184163756979959,True,optimal,0.03770063688199481,8.261380520453041e-10,2.8742617348552375e-05,0.03767433076750548,0.037728820644212485,3
3,2,Harry Hamlin,0.0913,0.0550422318036462,0.1463422318036462,0.0053999999999999,0.9751,0.9697,1.6950113894521036e-06,3,2.1019501091274093,False,optimal,0.05429601732229108,1.66409267892461e-05,0.004079329208245652,0.049958871834139655,0.057184402543346446,3
3,2,Vivica A. Fox,0.1043,0.0525794976155462,0.1568794976155462,0.0,0.9697,0.9697,1.788039660340855e-06,4,2.1019501091274093,False,optimal,0.05455106684571403,7.926972872104641e-05,0.008903354913797743,0.045695716805891885,0.06252602024180941,3
3,2,Monique Coleman,0.113,0.0815014841229928,0.1945014841229927,0.0,0.9697,0.9697,5.73975045474411e-05,8,2.1019501091274093,False,optimal,0.08154580877472069,5.1714065296180264e-08,0.0002274072674656205,0.08140124884576587,0.08178892179292915,3
3,2,Joey Lawrence,0.1261,0.0840991837908049,0.2101991837908049,0.0,0.9697,0.9697,5.2557460698743306e-05,9,2.1019501091274093,False,optimal,0.08414003286267102,5.176234641176972e-08,0.00022751339831264823,0.08399658891502242,0.08438328354102868,3
3,2,Mario Lopez,0.0913,0.2376072117016523,0.3289072117016524,0.0053999999999999,0.9751,0.9697,0.0011168424463476,10,2.1019501091274093,False,optimal,0.23750165357303646,5.3260914460387694e-08,0.0002307832629555005,0.23733821039275405,0.23774701734885162,3
3,2,Emmitt Smith,0.1043,0.2376072883946458,0.3419072883946458,0.0,0.9697,0.9697,0.0011168447017968,10,2.1019501091274093,False,optimal,0.23750173721874757,5.3247655581381624e-08,0.00023075453534303854,0.23733826020640023,0.23774706273409163,3
3,2,Shanna Moakler,0.0957,0.0496422318036462,0.1453422318036462,0.0,0.10339,0.10339,1.534974892326745e-06,2,2.1019501091274093,True,optimal,0.04509473095732952,2.437030596622632e-05,0.004936629008364546,0.04046324892930737,0.049840246050430206,3
3,2,Willa Ford,0.1,0.0557444127249814,0.1557444127249814,0.0,0.9697,0.9697,1.0052266026969248e-05,5,2.1019501091274093,False,optimal,0.05617846696054494,4.8874111426504586e-05,0.0069910021761192855,0.051562803672765535,0.06364498237248375,3
3,2,Sara Evans,0.0913,0.0674876865958956,0.1587876865958956,0.0053999999999999,0.9751,0.9697,1.3423460741001665e-05,5,2.1019501091274093,False,optimal,0.07045190151311945,5.177028454657886e-05,0.007195157020286553,0.06283197921927552,0.07572763144768398,3
3,2,Jerry Springer,0.0826,0.0786887714461882,0.1612887714461882,0.0140999999999999,0.9838,0.9697,6.597081809760207e-05,7,2.1019501091274093,False,optimal,0.07873858397182523,5.1895736896933404e-08,0.0002278063583329785,0.07859239296254861,0.07898208410593834,3
3,3,Harry Hamlin,0.1063,0.0556927934571632,0.1619927934571632,0.0,0.1150333333333333,0.1150333333333333,1.6950113894521036e-06,3,1.994570213654896,True,optimal,0.05300932134989822,4.540560105993735e-05,0.006738367833528929,0.045978579630743456,0.058363051140826454,3
