season,week,elim_count,week_correct,penalty
3,1,1,1,0.003916897192437671
3,2,1,1,0.03556264771407712
3,3,1,0,0.0540980366744505
3,4,1,0,0.05469962825732263
3,5,1,0,0.06791258410673295
3,6,0,0,0.0
3,7,1,1,0.0009268060370006739
3,8,1,1,0.014211989870257043
3,9,0,0,0.0
3,10,0,0,0.0
4,1,0,0,0.0
4,2,1,0,0.020861606288722037
4,3,1,1,0.0030144738830397613
4,4,1,0,0.028667809834254026
4,5,1,1,0.00017410992737370255
4,6,1,0,0.037509099233441964
4,7,1,0,0.027323293869608516
4,8,1,1,0.0
4,9,1,0,0.01037694871109606
4,10,0,0,0.0
5,1,1,1,0.0
5,2,1,0,0.05758961050028134
5,3,1,1,0.0
5,4,1,0,0.027197156283493455
5,5,1,0,0.02348996620870715
5,6,1,0,0.060721055164188825
5,7,1,0,0.046925587128898175
5,8,1,0,0.02285612354886705
5,9,1,0,0.034502067929554764
5,10,0,0,0.0
6,1,0,0,0.0
6,2,2,1,0.0
6,3,1,0,0.04671710005313204
6,4,1,1,0.0007465158848163258
6,5,1,1,0.007943303537878506
6,6,1,1,0.0
6,7,1,0,0.04346475590803736
6,8,1,0,0.017050962809892017
6,9,1,1,0.0041989251482238334
6,10,0,0,0.0
7,1,2,0,0.056422727430475106
7,2,1,0,0.045084960508186604
7,3,0,0,0.0
7,4,1,1,0.0051420470376477585
7,5,1,0,0.03476045519115975
7,6,1,1,0.0
7,7,1,0,0.038916919839533305
7,8,1,0,0.027366467625474327
7,9,1,1,0.0
7,10,0,0,0.0
8,1,0,0,0.0
8,2,1,0,0.04707118606558897
8,3,1,0,0.042811028669954045
8,4,2,0,0.012838366053757776
8,5,1,0,0.04954068860648844
8,6,1,1,0.007187986456576081
8,7,1,1,0.0
8,8,1,0,0.012619007955994384
8,9,1,0,0.013723475503902563
8,10,1,1,0.0
8,11,0,0,0.0
9,1,2,0,0.06599987647283106
9,2,1,1,0.010199282871857278
9,3,1,0,0.0541571762383113
9,4,1,0,0.03612830641338377
9,5,1,0,0.049777981802158644
9,6,2,0,0.034246429676435396
9,7,2,0,0.02272201305351248
9,8,1,0,0.01987337199529458
9,9,1,0,0.02276859967433585
9,10,0,0,0.0
10,1,0,0,0.0
10,2,1,0,0.12055058235087658
10,3,1,1,0.0001734867525620045
10,4,1,0,0.018686245699777126
10,5,1,1,0.0018902011034496093
10,6,1,0,0.026756704987596552
10,7,1,1,0.0
10,8,1,1,7.2793839404530075e-06
10,9,1,1,0.006183561149838748
10,10,0,0,0.0
11,1,1,1,0.01999672895610005
11,2,1,1,0.0
11,3,1,1,0.01894365580627444
11,4,1,1,0.0027028600154805453
11,5,1,0,0.024632723131409028
11,6,1,0,0.14167704412787058
11,7,1,0,0.03592278925609117
11,8,1,1,0.008233701422529818
11,9,1,1,0.0029995360578933643
11,10,0,0,0.0
12,1,0,0,0.0
12,2,1,0,0.04305734863627167
12,3,1,1,0.0
12,4,1,0,0.057250257629963656
12,5,1,1,0.0
12,6,1,1,0.006232354076000082
12,7,1,0,0.058383230282459085
12,8,1,0,0.028281478966267634
12,9,1,1,0.0
12,10,0,0,0.0
13,1,1,0,0.018919659764587315
13,2,1,0,0.05624606946979869
13,3,1,0,0.12124652629576534
13,4,1,1,0.015483965590478878
13,5,1,1,0.0023625888542385867
13,6,1,1,0.006181436182415947
13,7,1,0,0.01910082466724376
13,8,1,1,0.0
13,9,1,1,0.0026100357272840127
13,10,0,0,0.0
14,1,0,0,0.0
14,2,1,1,0.0
14,3,1,0,0.057032989177345776
14,4,1,0,0.03473244923007454
14,5,1,1,0.0024716524928447385
14,6,1,1,0.0
14,7,1,0,0.02884159457948502
14,8,2,0,0.0223407754949753
14,9,1,0,0.016823285694246286
14,10,0,0,0.0
15,1,1,1,0.0
15,2,1,0,0.06771118333982863
15,3,2,0,0.10562721560845695
15,4,1,0,0.03559242964260799
15,5,0,0,0.0
15,6,1,0,0.10957573411671584
15,7,0,0,0.0
15,8,2,0,0.02786738556328474
15,9,2,0,0.04762871584189024
15,10,0,0,0.0
16,1,0,0,0.0
16,2,0,0,0.0
16,3,1,1,0.000465470090487188
16,4,1,0,0.018022393644249506
16,5,1,1,0.012420459337305411
16,6,1,1,0.004900715400962459
16,7,1,1,0.0
16,8,1,1,0.0030095951892262687
16,9,1,1,0.0010120657564337936
16,10,1,0,0.04509517983200276
17,1,0,0,0.0
17,2,1,0,0.02684071571965188
17,3,1,0,0.013740027770638255
17,4,1,1,0.0
17,5,1,0,0.10311048313772775
17,6,0,0,0.0
17,7,1,0,0.059883446473494056
17,8,1,0,0.048525910180035686
17,9,1,0,0.07538414739949507
17,10,1,0,0.010734985111521924
17,11,1,1,0.0
18,1,0,0,0.0
